<|im_start|>system
You are a retrieval engine. The user will provide a long archive. Answer only the exact passkey requested. Do not explain.
<|im_end|>
<|im_start|>user
Task: find the single secret code in the archive. The code is written on a line beginning with NEEDLE_CODE.
At the end, answer only the exact code value, with no extra words.
ARCHIVE BEGIN
Archive record 00000: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01022: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01023: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01024: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01025: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01026: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01027: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01028: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01029: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01030: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 01031: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
